device_type,device_type_encoded,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_encoded,system_uptime_hours,days_since_last_update,disk_age_months,disk_temperature_celsius,read_errors,write_errors,pending_sectors,disk_health_score,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
desktop,0,38.0,28.3,63.4,49.4,16.2,32,-1.0,-1.0,-1.0,354.2,60.0,17.8,33.0,0,0.0,0,100.0,95.2,100.0,100.0,77.0,94.0,39.6
desktop,0,55.7,66.8,71.8,46.3,17.2,32,-1.0,-1.0,-1.0,3032.3,67.0,22.0,22.0,0,0.0,0,100.0,76.8,100.0,100.0,49.5,82.9,20.8
laptop,1,10.1,70.6,58.8,39.6,9.7,16,86.0,401.0,1.0,3672.1,39.0,18.2,22.0,0,0.0,0,100.0,91.8,100.0,93.9,63.5,92.8,53.8
laptop,1,16.7,73.3,63.2,48.9,4.1,8,88.0,428.0,1.0,77.9,15.0,18.3,23.0,0,0.0,0,100.0,86.2,100.0,92.3,100.0,94.6,46.1
laptop,1,45.4,91.2,73.1,47.5,4.2,8,55.9,1500.0,0.0,2404.8,91.0,6.5,28.0,0,0.0,0,100.0,59.6,100.0,39.1,37.9,68.5,8.6
desktop,0,17.5,72.3,63.8,32.6,5.4,8,-1.0,-1.0,-1.0,93.3,39.0,58.1,40.0,0,0.0,0,90.0,85.8,100.0,100.0,95.5,91.8,12.5
desktop,0,66.1,64.9,75.1,42.6,4.6,8,-1.0,-1.0,-1.0,162.7,130.0,26.2,33.0,0,0.0,0,95.0,72.9,100.0,100.0,65.6,83.5,20.6
laptop,1,17.3,22.1,53.1,28.2,11.5,16,83.0,512.0,0.0,119.1,21.0,19.1,23.0,0,0.0,0,100.0,100.0,100.0,87.6,100.0,96.9,41.6
laptop,1,73.9,74.1,82.1,61.3,6.2,16,55.7,1500.0,0.0,2825.9,140.0,9.5,36.0,0,0.0,0,100.0,56.1,98.4,39.0,32.5,66.8,0.0
laptop,1,43.9,17.5,64.7,57.8,13.5,32,57.1,1500.0,0.0,923.9,76.0,15.0,23.0,0,0.0,0,100.0,93.4,100.0,40.0,57.0,79.1,18.0
desktop,0,53.8,38.0,70.1,60.7,6.3,16,-1.0,-1.0,-1.0,17.4,89.0,40.5,28.0,0,0.0,0,90.0,85.9,99.2,100.0,70.5,86.7,21.8
desktop,0,8.7,76.4,65.5,49.7,16.1,32,-1.0,-1.0,-1.0,871.6,19.0,20.5,30.0,0,0.0,0,100.0,81.7,100.0,100.0,80.0,90.5,51.5
laptop,1,9.9,74.9,61.8,53.3,14.9,32,90.8,367.0,1.0,525.2,25.0,19.4,24.0,0,0.0,0,100.0,87.5,100.0,96.0,92.0,95.1,39.0
desktop,0,68.3,63.4,79.4,61.2,12.4,32,-1.0,-1.0,-1.0,27.5,73.0,8.1,35.0,0,0.0,0,100.0,65.4,98.6,100.0,78.5,85.0,20.6
desktop,0,71.4,31.5,75.9,52.4,7.6,16,-1.0,-1.0,-1.0,414.2,86.0,48.0,29.0,0,0.0,0,90.0,77.3,100.0,100.0,64.0,83.0,0.0
laptop,1,17.6,75.5,63.8,56.5,7.0,16,79.6,645.0,0.0,8.7,47.0,1.4,21.0,0,0.0,0,100.0,84.5,100.0,82.2,91.5,90.8,35.9
desktop,0,8.5,71.4,64.1,50.9,7.9,16,-1.0,-1.0,-1.0,1447.7,36.0,11.5,21.0,0,0.0,0,100.0,85.7,100.0,100.0,77.0,91.1,55.6
desktop,0,63.4,91.5,77.6,40.1,4.8,8,-1.0,-1.0,-1.0,585.7,86.0,18.5,30.0,0,0.0,0,100.0,51.8,100.0,100.0,64.0,78.3,3.7
laptop,1,59.8,87.7,79.3,38.8,9.8,16,54.9,1500.0,0.0,20.4,131.0,11.9,22.0,0,0.0,0,100.0,52.0,100.0,38.4,65.5,69.2,2.9
laptop,1,27.2,29.1,62.4,50.8,3.9,8,77.4,791.0,1.0,150.0,60.0,53.1,29.0,0,0.0,0,90.0,96.6,99.2,73.9,85.0,88.5,17.0
laptop,1,72.0,51.1,75.3,54.4,14.6,32,59.2,1500.0,0.0,3408.5,163.0,60.5,28.0,0,0.0,0,80.0,78.0,100.0,41.4,30.0,67.8,0.0
desktop,0,30.6,88.7,66.4,48.4,16.5,32,-1.0,-1.0,-1.0,70.3,72.0,22.6,31.0,0,0.0,0,100.0,71.2,100.0,100.0,79.0,87.2,49.4
laptop,1,82.4,76.7,82.9,50.3,7.9,16,55.5,1500.0,0.0,91.0,65.0,22.4,22.0,0,0.0,0,100.0,53.6,100.0,38.8,82.5,71.4,0.0
desktop,0,5.4,94.6,61.4,42.9,9.1,16,-1.0,-1.0,-1.0,431.1,24.0,26.7,30.0,0,0.0,0,95.0,72.9,100.0,100.0,92.0,88.8,33.9
desktop,0,47.9,90.5,76.8,52.0,15.4,32,-1.0,-1.0,-1.0,166.0,63.0,13.9,21.0,0,0.0,0,100.0,54.2,100.0,100.0,83.5,83.0,36.4
desktop,0,19.5,77.9,64.2,36.7,10.1,16,-1.0,-1.0,-1.0,644.2,40.0,18.4,30.0,0,0.0,0,100.0,83.0,100.0,100.0,87.0,92.3,53.6
laptop,1,51.6,55.0,72.6,45.8,17.3,32,60.1,1500.0,1.0,15.9,50.0,1.3,22.0,0,0.0,0,100.0,80.4,100.0,42.1,90.0,79.6,19.1
desktop,0,67.6,42.4,73.0,40.4,9.5,16,-1.0,-1.0,-1.0,125.8,111.0,1.3,39.0,0,0.0,0,100.0,81.8,100.0,100.0,67.7,88.1,6.8
laptop,1,29.5,65.0,61.0,55.7,7.1,16,79.3,746.0,1.0,220.7,58.0,1.8,30.0,0,0.0,0,100.0,92.6,100.0,78.2,78.0,90.5,26.3
desktop,0,2.3,86.9,65.7,55.8,3.5,8,-1.0,-1.0,-1.0,1374.4,9.0,0.6,26.0,0,0.0,0,100.0,73.8,96.0,100.0,80.0,87.3,12.0
desktop,0,48.2,85.8,76.0,53.2,3.7,8,-1.0,-1.0,-1.0,829.2,64.0,45.9,26.0,0,0.0,0,90.0,59.9,97.6,100.0,63.0,77.1,23.5
desktop,0,78.5,19.2,74.9,57.4,13.6,32,-1.0,-1.0,-1.0,1415.4,116.0,27.8,26.0,0,0.0,0,95.0,79.1,100.0,100.0,47.2,81.7,0.0
desktop,0,65.9,90.2,81.6,45.4,4.4,8,-1.0,-1.0,-1.0,162.3,126.0,58.6,27.0,0,0.0,0,90.0,45.5,100.0,100.0,66.1,73.9,0.0
desktop,0,68.1,87.3,82.2,40.0,19.2,32,-1.0,-1.0,-1.0,671.4,123.0,10.9,20.0,0,0.0,0,100.0,47.0,100.0,100.0,58.4,75.8,19.1
laptop,1,23.7,21.5,59.6,60.0,6.4,16,76.1,748.0,1.0,1095.5,50.0,35.9,23.0,0,0.0,0,95.0,100.0,100.0,73.6,70.0,89.2,34.3
desktop,0,64.8,69.4,76.7,38.0,5.0,8,-1.0,-1.0,-1.0,116.3,106.0,29.2,31.0,0,0.0,0,95.0,68.1,100.0,100.0,68.3,82.6,6.2
laptop,1,29.5,55.7,67.1,61.6,12.3,32,70.4,970.0,0.0,21.9,60.0,8.0,38.0,0,0.0,0,100.0,87.8,98.1,57.6,85.0,84.6,35.5
laptop,1,60.0,52.1,73.1,40.7,19.0,32,58.3,1500.0,0.0,21.8,132.0,23.4,29.0,4,0.0,0,95.0,80.8,100.0,40.8,65.4,75.7,0.0
desktop,0,69.4,41.6,77.0,42.6,4.6,8,-1.0,-1.0,-1.0,654.8,107.0,14.5,22.0,0,0.0,0,100.0,75.3,100.0,100.0,60.1,84.6,13.1
laptop,1,79.0,65.5,84.3,57.8,6.8,16,55.8,1500.0,1.0,1632.3,122.0,45.2,24.0,0,0.0,0,90.0,55.4,100.0,39.1,46.5,65.8,0.0
laptop,1,55.7,29.0,69.0,43.2,4.5,8,58.9,1447.0,1.0,695.3,107.0,19.9,25.0,0,0.0,0,100.0,87.4,100.0,41.2,60.1,78.2,0.0
desktop,0,9.1,20.1,58.3,60.0,3.2,8,-1.0,-1.0,-1.0,1442.8,21.0,17.0,25.0,0,0.0,0,100.0,100.0,93.6,100.0,80.0,94.7,54.9
laptop,1,70.0,25.7,74.1,45.4,4.4,8,55.0,1500.0,1.0,134.7,61.0,6.5,32.0,0,0.0,0,100.0,80.3,100.0,38.5,84.5,78.2,0.0
desktop,0,77.4,39.8,72.8,38.2,19.8,32,-1.0,-1.0,-1.0,447.1,118.0,11.4,26.0,0,0.0,0,100.0,82.1,100.0,100.0,58.9,86.4,8.5
laptop,1,73.2,15.9,68.4,42.6,18.4,32,56.0,1500.0,1.0,10.4,121.0,21.5,36.0,0,0.0,0,100.0,88.2,100.0,39.2,66.6,78.5,0.0
desktop,0,3.2,86.6,66.8,42.4,4.6,8,-1.0,-1.0,-1.0,3487.3,6.0,61.4,23.0,0,0.0,0,80.0,72.5,100.0,100.0,68.0,79.4,8.5
laptop,1,1.7,80.0,63.8,47.3,16.9,32,98.1,56.0,1.0,2925.4,14.0,28.7,28.0,0,0.0,0,95.0,82.7,100.0,100.0,68.0,91.2,13.4
laptop,1,38.2,84.8,68.0,49.7,8.1,16,60.1,1500.0,1.0,576.5,49.0,7.4,31.0,0,0.0,0,100.0,72.5,100.0,42.1,82.5,76.9,19.7
laptop,1,82.9,20.6,75.8,65.8,2.7,8,58.5,1500.0,0.0,2388.7,134.0,32.1,31.0,0,0.0,0,95.0,77.5,82.6,40.9,33.2,69.1,0.0
laptop,1,18.2,26.2,52.9,52.8,15.1,32,80.3,701.0,0.0,523.5,19.0,5.9,37.0,0,0.0,0,100.0,100.0,100.0,80.8,92.0,94.4,45.4
desktop,0,76.0,91.2,86.8,36.3,10.2,16,-1.0,-1.0,-1.0,119.0,115.0,37.2,25.0,0,0.0,0,90.0,34.9,100.0,100.0,67.3,70.9,0.0
laptop,1,32.4,66.7,64.1,56.4,14.0,32,68.4,1122.0,1.0,83.2,72.0,25.9,26.0,0,0.0,0,95.0,87.6,100.0,53.8,79.0,82.0,37.9
desktop,0,51.3,74.9,73.5,63.2,11.8,32,-1.0,-1.0,-1.0,3.0,92.0,4.5,32.0,0,0.0,0,100.0,71.1,96.2,100.0,69.8,84.5,39.4
desktop,0,78.3,40.3,78.6,42.7,4.6,8,-1.0,-1.0,-1.0,490.1,120.0,2.4,32.0,0,0.0,0,100.0,72.3,100.0,100.0,58.7,83.4,0.0
laptop,1,67.4,23.6,74.2,49.5,4.0,8,55.1,1500.0,0.0,548.9,159.0,53.2,24.0,0,0.0,0,90.0,80.1,100.0,38.6,54.5,72.6,0.0
desktop,0,8.2,13.3,57.8,38.9,9.8,16,-1.0,-1.0,-1.0,14.5,38.0,23.5,29.0,0,0.0,0,100.0,100.0,100.0,100.0,96.0,99.2,48.5
desktop,0,75.1,92.5,87.5,46.2,17.2,32,-1.0,-1.0,-1.0,21.4,55.0,16.0,35.0,0,0.0,0,100.0,32.4,100.0,100.0,87.5,77.2,0.0
laptop,1,9.3,89.5,70.0,58.0,3.4,8,93.2,332.0,1.0,500.8,29.0,19.7,26.0,0,0.0,0,100.0,65.5,95.2,98.1,92.0,89.4,48.7
laptop,1,30.7,31.5,60.7,55.4,14.3,32,71.9,913.0,1.0,313.2,61.0,15.1,25.0,0,0.0,0,100.0,99.0,100.0,61.8,76.5,87.8,41.2
desktop,0,55.4,38.3,64.3,36.6,20.3,32,-1.0,-1.0,-1.0,378.1,86.0,33.4,29.0,0,0.0,0,95.0,94.0,100.0,100.0,64.0,89.5,28.8
desktop,0,28.2,78.3,70.3,43.5,9.0,16,-1.0,-1.0,-1.0,565.0,51.0,18.8,24.0,0,0.0,0,100.0,74.3,100.0,100.0,81.5,88.6,53.2
laptop,1,67.7,87.6,83.7,33.7,5.3,8,55.6,1500.0,1.0,203.9,75.0,3.2,31.0,0,0.0,0,100.0,43.9,100.0,38.9,69.5,67.6,0.0
laptop,1,61.9,39.0,75.1,42.1,4.6,8,56.9,1500.0,0.0,15.1,45.0,51.6,29.0,0,0.0,0,90.0,78.8,100.0,39.8,92.5,76.4,8.4
laptop,1,7.7,90.9,60.7,33.3,21.4,32,93.2,201.0,1.0,3663.2,31.0,59.3,26.0,2,0.0,0,85.0,77.2,100.0,100.0,67.5,87.3,10.8
laptop,1,37.2,53.1,61.5,45.4,4.4,8,62.4,1250.0,1.0,5.3,86.0,12.9,27.0,0,0.0,0,100.0,96.7,100.0,45.4,72.0,82.7,20.3
desktop,0,50.5,53.1,67.6,41.0,9.4,16,-1.0,-1.0,-1.0,100.4,118.0,16.0,20.0,0,0.0,0,100.0,88.1,100.0,100.0,66.9,89.8,36.6
laptop,1,5.2,52.0,63.8,52.3,3.8,8,97.7,135.0,0.0,23.5,25.0,31.6,32.0,0,0.0,0,95.0,93.9,98.4,100.0,100.0,97.0,38.4
laptop,1,47.8,71.8,69.9,56.9,6.9,16,58.7,1500.0,0.0,56.8,79.0,26.4,29.0,0,0.0,0,95.0,77.4,100.0,41.1,75.5,75.9,18.0
desktop,0,77.6,82.0,86.9,63.5,5.8,16,-1.0,-1.0,-1.0,44.5,110.0,21.2,28.0,0,0.0,0,100.0,43.0,95.8,100.0,67.8,75.6,0.0
desktop,0,32.0,84.0,65.3,36.5,10.2,16,-1.0,-1.0,-1.0,45.7,55.0,29.2,32.0,0,0.0,0,95.0,77.0,100.0,100.0,87.5,89.1,40.7
desktop,0,28.3,11.8,55.8,61.3,6.2,16,-1.0,-1.0,-1.0,293.7,60.0,7.3,37.0,0,0.0,0,100.0,100.0,98.4,100.0,77.0,95.1,60.0
laptop,1,40.9,66.6,67.4,34.3,5.3,8,61.1,1316.0,1.0,3613.0,34.0,6.6,24.0,0,0.0,0,100.0,83.0,100.0,43.5,66.0,78.2,10.9
desktop,0,57.5,46.5,67.0,50.0,4.0,8,-1.0,-1.0,-1.0,613.5,87.0,2.8,33.0,0,0.0,0,100.0,90.2,100.0,100.0,63.5,89.8,4.8
desktop,0,31.1,30.9,65.0,43.8,18.0,32,-1.0,-1.0,-1.0,517.9,65.0,44.7,30.0,0,0.0,0,90.0,93.0,100.0,100.0,74.5,89.8,24.6
desktop,0,58.7,86.7,81.9,57.1,13.7,32,-1.0,-1.0,-1.0,141.1,86.0,12.1,26.0,0,0.0,0,100.0,48.1,100.0,100.0,72.0,78.8,12.6
laptop,1,32.3,22.6,57.9,49.0,16.3,32,67.4,1237.0,0.0,11.3,78.0,24.3,28.0,0,0.0,0,95.0,100.0,100.0,52.4,76.0,84.4,19.2
laptop,1,39.8,29.0,57.9,58.6,6.6,16,67.7,1082.0,0.0,4267.0,70.0,9.0,32.0,0,0.0,0,100.0,100.0,100.0,52.8,48.0,83.0,23.7
laptop,1,24.8,15.1,60.2,54.3,14.6,32,73.4,915.0,1.0,312.1,18.0,66.3,36.0,1,0.0,1,65.0,99.7,100.0,63.8,92.0,81.3,3.7
laptop,1,31.0,75.9,72.2,52.4,7.6,16,71.6,1049.0,1.0,419.7,50.0,64.7,32.0,0,0.0,0,80.0,72.6,100.0,58.2,82.0,75.9,5.8
desktop,0,80.3,20.5,77.5,48.8,16.4,32,-1.0,-1.0,-1.0,2700.5,137.0,2.3,30.0,0,0.0,0,100.0,74.3,100.0,100.0,32.9,78.9,0.0
laptop,1,54.1,37.5,71.0,57.5,3.4,8,54.9,1500.0,1.0,4.2,43.0,11.9,31.0,0,0.0,0,100.0,84.6,95.2,38.4,93.5,79.4,0.0
desktop,0,81.7,38.7,76.0,53.4,3.7,8,-1.0,-1.0,-1.0,3030.5,72.0,44.7,33.0,0,0.0,0,90.0,77.1,97.6,100.0,47.0,79.0,7.6
desktop,0,13.4,74.8,66.9,40.0,4.8,8,-1.0,-1.0,-1.0,2.2,36.0,58.7,27.0,0,0.0,0,90.0,80.4,100.0,100.0,97.0,90.5,12.0
laptop,1,79.8,91.1,80.6,50.2,8.0,16,54.3,1500.0,0.0,804.6,111.0,7.8,35.0,0,0.0,0,100.0,46.6,100.0,38.0,47.7,65.9,0.0
laptop,1,17.5,59.5,56.0,38.0,19.8,32,85.6,572.0,0.0,45.9,26.0,22.4,24.0,0,0.0,0,100.0,96.2,100.0,85.4,100.0,95.4,36.8
desktop,0,42.9,23.6,60.0,38.9,19.5,32,-1.0,-1.0,-1.0,384.7,70.0,11.0,37.0,0,0.0,0,100.0,100.0,100.0,100.0,72.0,94.4,51.9
desktop,0,17.2,19.6,53.8,57.7,3.4,8,-1.0,-1.0,-1.0,133.4,38.0,29.4,26.0,0,0.0,0,95.0,100.0,95.2,100.0,96.0,96.7,40.5
desktop,0,30.3,14.6,59.2,63.2,11.8,32,-1.0,-1.0,-1.0,97.6,34.0,13.2,23.0,0,1.0,0,97.0,100.0,96.2,100.0,98.0,97.9,41.7
desktop,0,79.5,43.0,75.2,52.7,7.6,16,-1.0,-1.0,-1.0,2448.6,153.0,4.0,28.0,0,0.0,0,100.0,78.6,100.0,100.0,31.1,79.8,14.2
laptop,1,51.8,85.2,78.4,31.8,21.8,32,54.1,1500.0,0.0,3343.5,62.0,35.3,26.0,0,0.0,0,95.0,56.0,100.0,37.9,52.0,67.4,11.7
desktop,0,62.3,41.7,69.3,39.6,19.3,32,-1.0,-1.0,-1.0,7.9,126.0,38.3,25.0,0,0.0,0,90.0,87.0,100.0,100.0,66.1,86.3,26.5
laptop,1,10.1,64.1,66.1,61.7,3.1,8,89.7,279.0,1.0,3851.3,31.0,2.2,22.0,0,0.0,0,100.0,85.8,90.8,100.0,67.5,91.8,54.8
desktop,0,5.3,68.8,59.5,46.2,8.6,16,-1.0,-1.0,-1.0,2277.0,18.0,4.4,19.0,0,0.0,0,100.0,92.5,100.0,100.0,68.0,91.4,31.2
laptop,1,80.6,84.5,85.6,55.5,14.3,32,55.8,1500.0,1.0,123.3,185.0,4.0,24.0,0,0.0,0,100.0,43.2,100.0,39.1,59.6,66.5,0.0
desktop,0,47.0,69.8,74.1,55.6,14.2,32,-1.0,-1.0,-1.0,216.8,92.0,16.4,24.0,0,0.0,0,100.0,72.3,100.0,100.0,61.8,84.0,26.5
desktop,0,61.0,56.0,71.5,43.2,18.2,32,-1.0,-1.0,-1.0,2059.6,130.0,4.3,23.0,0,0.0,0,100.0,81.5,100.0,100.0,45.6,83.6,23.2
desktop,0,56.8,44.7,74.9,57.6,3.4,8,-1.0,-1.0,-1.0,678.4,86.0,16.4,32.0,0,0.0,0,100.0,79.1,95.2,100.0,64.0,85.6,27.7
laptop,1,28.9,88.1,73.3,51.3,3.9,8,67.1,1081.0,1.0,142.8,62.0,60.5,36.0,0,0.0,0,80.0,62.1,99.2,51.9,84.0,71.8,9.2
laptop,1,43.6,58.9,66.1,51.0,15.7,32,65.9,1239.0,0.0,1140.9,96.0,3.1,21.0,0,0.0,0,100.0,87.9,100.0,50.3,49.3,79.5,13.8
desktop,0,18.4,39.8,57.2,40.1,4.8,8,-1.0,-1.0,-1.0,144.1,41.0,7.7,33.0,0,0.0,0,100.0,100.0,100.0,100.0,94.5,98.9,60.0
laptop,1,41.6,87.8,74.2,40.5,9.5,16,57.4,1500.0,1.0,27.4,29.0,10.0,38.0,0,0.0,0,100.0,61.1,100.0,40.2,100.0,75.3,18.0
laptop,1,5.6,48.5,55.5,45.5,8.7,16,93.6,191.0,0.0,67.7,29.0,9.5,37.0,0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,56.6
desktop,0,82.1,52.5,77.6,62.8,5.9,16,-1.0,-1.0,-1.0,3430.5,116.0,58.3,31.0,0,0.0,0,90.0,73.1,96.6,100.0,35.2,75.3,9.6
desktop,0,83.5,42.3,82.6,53.0,3.8,8,-1.0,-1.0,-1.0,6.6,146.0,4.2,22.0,0,0.0,0,100.0,64.8,98.4,100.0,63.9,81.9,0.0
desktop,0,20.3,93.6,62.1,50.6,7.9,16,-1.0,-1.0,-1.0,1499.6,23.0,37.8,28.0,0,0.0,0,90.0,72.8,100.0,100.0,80.0,84.8,30.8
laptop,1,78.6,47.8,77.4,46.8,8.5,16,57.4,1500.0,1.0,491.3,118.0,53.0,29.0,0,0.0,0,90.0,74.5,100.0,40.2,58.9,72.1,0.0
laptop,1,3.3,61.1,60.4,38.4,19.7,32,97.3,93.0,1.0,3512.7,30.0,33.1,25.0,0,0.0,0,95.0,95.0,100.0,100.0,68.0,94.3,37.0
laptop,1,18.8,83.6,65.6,38.2,9.9,16,83.4,666.0,1.0,44.0,58.0,11.8,22.0,0,0.0,0,100.0,76.9,100.0,82.0,86.0,88.3,39.7
desktop,0,66.7,46.5,75.7,48.2,16.6,32,-1.0,-1.0,-1.0,2425.2,98.0,18.1,34.0,0,0.0,0,100.0,77.7,100.0,100.0,37.1,80.7,0.0
desktop,0,73.7,66.5,78.4,69.0,9.9,32,-1.0,-1.0,-1.0,41.4,105.0,64.9,27.0,0,0.0,0,80.0,66.1,89.2,100.0,68.4,75.4,2.3
desktop,0,46.8,50.6,72.9,39.4,19.4,32,-1.0,-1.0,-1.0,6.3,37.0,37.9,32.0,0,0.0,0,90.0,81.7,100.0,100.0,96.5,90.8,13.6
laptop,1,42.9,11.0,61.4,46.9,8.5,16,55.0,1500.0,1.0,3604.4,58.0,34.7,27.0,0,0.0,0,95.0,98.0,100.0,38.5,54.0,78.3,7.5
desktop,0,46.5,63.3,73.6,35.3,5.2,8,-1.0,-1.0,-1.0,148.0,61.0,31.7,30.0,0,0.0,0,95.0,75.6,100.0,100.0,84.5,88.1,33.9
laptop,1,52.7,45.1,70.4,59.2,3.3,8,54.4,1500.0,0.0,819.6,120.0,32.7,24.0,0,0.0,0,95.0,85.4,94.4,38.1,46.7,73.5,9.9
laptop,1,62.9,20.8,69.7,64.4,11.4,32,55.1,1500.0,0.0,3503.2,47.0,59.1,28.0,0,0.0,0,90.0,86.4,94.7,38.6,59.5,73.9,0.0
laptop,1,64.9,13.4,65.9,53.5,7.4,16,56.0,1500.0,0.0,640.2,94.0,63.5,33.0,0,0.0,0,80.0,91.7,100.0,39.2,61.6,73.9,3.2
laptop,1,39.4,17.7,61.0,51.1,7.8,16,71.6,1022.0,0.0,496.1,81.0,27.2,23.0,0,0.0,0,95.0,98.6,100.0,58.2,66.5,84.6,14.3
laptop,1,29.3,36.0,64.0,51.0,15.7,32,72.6,994.0,1.0,139.5,44.0,60.1,24.0,0,0.0,0,80.0,94.4,100.0,59.9,93.0,82.9,9.5
desktop,0,17.2,49.3,59.6,57.2,3.4,8,-1.0,-1.0,-1.0,53.6,54.0,19.4,27.0,0,0.0,0,100.0,100.0,95.2,100.0,88.0,96.6,52.6
desktop,0,31.5,43.3,64.7,45.3,17.5,32,-1.0,-1.0,-1.0,502.5,69.0,19.6,26.0,0,0.0,0,100.0,93.4,100.0,100.0,72.5,92.5,52.4
laptop,1,5.6,79.0,61.4,49.1,8.1,16,93.3,188.0,0.0,62.3,38.0,53.2,27.0,0,0.0,0,90.0,86.4,100.0,100.0,96.0,93.7,16.9
desktop,0,32.5,20.2,56.2,61.0,6.2,16,-1.0,-1.0,-1.0,20.5,51.0,21.2,29.0,0,0.0,0,100.0,100.0,98.8,100.0,89.5,97.7,50.8
desktop,0,17.2,85.8,65.5,39.8,4.8,8,-1.0,-1.0,-1.0,324.9,22.0,29.5,25.0,0,0.0,0,95.0,75.1,100.0,100.0,92.0,89.4,40.4
desktop,0,70.6,22.9,71.8,56.7,6.9,16,-1.0,-1.0,-1.0,1451.3,155.0,26.3,28.0,0,0.0,0,95.0,83.5,100.0,100.0,42.9,82.1,16.0
desktop,0,68.0,20.6,67.6,43.0,9.1,16,-1.0,-1.0,-1.0,152.4,90.0,48.5,26.0,0,0.0,0,90.0,89.4,100.0,100.0,70.0,87.8,16.2
desktop,0,48.7,61.0,69.2,45.3,4.4,8,-1.0,-1.0,-1.0,3284.7,92.0,24.3,21.0,0,0.0,0,95.0,82.7,100.0,100.0,37.8,80.9,33.5
desktop,0,1.9,75.0,60.3,47.8,16.7,32,-1.0,-1.0,-1.0,345.8,18.0,30.3,30.0,0,0.0,0,95.0,89.6,100.0,100.0,92.0,93.8,35.2
desktop,0,12.1,16.6,57.9,45.4,17.5,32,-1.0,-1.0,-1.0,55.4,22.0,9.2,20.0,0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,60.0
desktop,0,50.4,49.9,64.5,44.3,17.8,32,-1.0,-1.0,-1.0,3287.1,69.0,33.4,26.0,0,0.0,0,95.0,93.7,100.0,100.0,48.5,86.3,10.3
desktop,0,60.8,87.3,73.8,44.2,8.9,16,-1.0,-1.0,-1.0,432.1,113.0,33.2,23.0,0,0.0,0,95.0,62.1,100.0,100.0,59.5,79.0,20.7
laptop,1,71.1,93.2,80.5,44.0,4.5,8,58.3,1500.0,1.0,211.7,112.0,14.0,17.0,0,0.0,0,100.0,44.9,100.0,40.8,59.6,67.4,0.0
desktop,0,73.2,25.8,71.5,50.2,4.0,8,-1.0,-1.0,-1.0,15.3,140.0,15.7,35.0,0,0.0,0,100.0,83.9,100.0,100.0,64.5,88.1,18.0
laptop,1,24.2,50.0,60.6,42.6,4.6,8,82.0,676.0,1.0,7.2,55.0,29.4,28.0,0,0.0,0,95.0,99.2,100.0,81.7,87.5,92.7,37.1
desktop,0,60.7,23.0,72.6,57.9,3.4,8,-1.0,-1.0,-1.0,134.4,48.0,13.9,18.0,0,0.0,0,100.0,82.4,95.2,100.0,91.0,92.0,1.3
laptop,1,14.0,49.9,62.9,60.6,3.2,8,85.2,471.0,1.0,1350.5,16.0,4.0,23.0,0,0.0,0,100.0,95.9,92.9,89.7,80.0,93.3,52.1
laptop,1,82.6,21.6,72.5,64.0,11.5,32,57.4,1500.0,0.0,4183.6,113.0,2.8,31.0,0,0.0,0,100.0,82.5,95.2,40.2,35.5,73.5,0.0
desktop,0,63.1,54.5,72.8,58.3,13.3,32,-1.0,-1.0,-1.0,5.8,84.0,36.9,30.0,0,0.0,0,90.0,80.3,100.0,100.0,73.0,85.7,18.6
desktop,0,32.1,35.5,56.8,34.3,10.5,16,-1.0,-1.0,-1.0,3510.3,60.0,10.7,25.0,0,0.0,0,100.0,100.0,100.0,100.0,53.0,90.6,55.2
laptop,1,54.5,35.7,65.8,66.5,2.7,8,56.5,1500.0,0.0,655.1,75.0,26.1,38.0,0,0.0,0,95.0,91.9,81.8,39.5,69.5,75.8,16.2
laptop,1,24.8,14.5,55.9,62.8,5.9,16,80.2,649.0,0.0,22.5,56.0,26.2,31.0,0,0.0,0,95.0,100.0,96.6,82.6,87.0,92.6,27.8
laptop,1,0.9,18.6,57.2,33.4,21.3,32,99.4,26.0,1.0,2172.3,25.0,24.3,23.0,0,0.0,0,95.0,100.0,100.0,100.0,68.0,95.6,20.6
laptop,1,67.3,59.8,79.6,49.9,8.0,16,57.4,1500.0,1.0,158.3,112.0,15.3,33.0,0,0.0,0,100.0,66.5,100.0,40.2,67.6,73.4,0.0
desktop,0,12.1,74.8,60.2,41.7,18.7,32,-1.0,-1.0,-1.0,2.0,9.0,34.4,24.0,0,0.0,0,95.0,89.8,100.0,100.0,100.0,95.4,35.7
laptop,1,35.9,58.3,71.0,29.3,5.7,8,59.8,1358.0,0.0,6.0,54.0,22.1,27.0,0,0.0,0,100.0,81.3,100.0,41.9,88.0,79.6,14.9
desktop,0,68.2,39.1,75.2,66.9,5.3,16,-1.0,-1.0,-1.0,486.5,143.0,22.5,31.0,0,0.0,0,100.0,78.6,91.7,100.0,56.2,83.2,14.6
desktop,0,44.2,66.8,73.2,47.8,16.7,32,-1.0,-1.0,-1.0,56.6,55.0,1.2,27.0,0,0.0,0,100.0,74.8,100.0,100.0,87.5,89.9,34.1
