serial_number,model,disk_age_months,disk_temperature_celsius,read_errors,write_errors,pending_sectors,failure,disk_health_score,disk_remaining_months
W300BN6M,ST4000DM000,32.7,24.0,0,0.0,0,0,95.0,37.3
W300H9K5,ST4000DM000,31.3,18.0,0,0.0,0,0,95.0,38.7
Z303R42A,ST4000DM000,3.8,34.0,0,0.0,0,0,100.0,60.0
Z3019GGR,ST4000DM000,22.0,26.0,0,0.0,0,0,100.0,50.0
Z3010CT9,ST4000DM000,18.2,25.0,0,0.0,0,0,100.0,53.8
MJ1311YNG3E8MA,Hitachi HDS5C3030ALA630,54.0,26.0,0,0.0,0,0,90.0,16.2
W300TSJT,ST4000DM000,24.6,27.0,0,0.0,0,0,95.0,45.0
Z300XEAS,ST4000DM000,29.4,26.0,0,0.0,0,0,95.0,40.5
Z304KCLN,ST4000DM000,2.8,29.0,0,0.0,0,0,100.0,60.0
Z305D318,ST4000DM000,2.7,31.0,0,0.0,0,0,100.0,60.0
Z304JGAQ,ST4000DM000,5.1,28.0,0,0.0,0,0,100.0,60.0
S300YQ8F,ST4000DM000,7.2,28.0,0,0.0,0,0,100.0,60.0
Z1Z04CFC,ST4000DX000,32.1,34.0,0,0.0,0,0,95.0,37.9
S300ZRXP,ST4000DM000,9.9,35.0,0,0.0,0,0,100.0,60.0
JK1105B8GDLYUX,Hitachi HDS722020ALA330,65.2,29.0,0,0.0,0,0,80.0,5.4
WD-WCC1T0820297,WDC WD30EFRX,24.6,24.0,0,0.0,0,0,95.0,45.0
Z3059SAV,ST4000DM000,4.5,26.0,0,0.0,0,0,100.0,60.0
Z305ASDK,ST4000DM000,1.4,30.0,0,0.0,0,0,100.0,60.0
MJ1311YNG7ET6A,Hitachi HDS5C3030ALA630,47.6,26.0,0,0.0,0,0,90.0,22.0
S301NKJG,ST4000DM000,5.2,23.0,0,0.0,0,0,100.0,60.0
Z30149TA,ST4000DM000,27.4,23.0,0,0.0,0,0,95.0,42.4
Z303Y3TS,ST4000DM000,7.6,24.0,0,0.0,0,0,100.0,60.0
S301P1XH,ST4000DM000,5.4,24.0,0,0.0,0,0,100.0,60.0
PL1331LAG5AZ0H,HGST HMS5C4040ALE640,41.2,24.0,0,0.0,0,0,90.0,27.7
JK1171YAH6NLXZ,Hitachi HDS722020ALA330,60.9,34.0,52,0.0,0,0,65.0,7.2
MJ1313YNG1VPRC,Hitachi HDS5C3030ALA630,54.6,28.0,0,0.0,0,0,90.0,15.7
Z305PTF5,ST4000DM000,1.8,33.0,0,0.0,0,0,100.0,60.0
Z300PMHF,ST4000DM000,30.0,25.0,0,0.0,0,0,95.0,39.9
PL2331LAGN5K8J,HGST HMS5C4040BLE640,20.3,31.0,0,0.0,0,0,100.0,51.7
PL1311LAG3A39H,Hitachi HDS5C4040ALE630,33.1,23.0,0,0.0,0,0,95.0,37.0
MJ1311YNG2SMJA,Hitachi HDS5C3030ALA630,51.3,26.0,0,0.0,0,0,90.0,18.6
Z304KC8Q,ST4000DM000,4.4,21.0,0,0.0,0,0,100.0,60.0
Z304KC20,ST4000DM000,2.3,31.0,0,0.0,0,0,100.0,60.0
Z300PB0F,ST4000DM000,27.0,30.0,0,0.0,0,0,95.0,42.8
S300YCKR,ST4000DM000,8.0,23.0,0,0.0,0,0,100.0,60.0
PL1321LAG2HPWH,Hitachi HDS5C4040ALE630,36.9,28.0,0,0.0,0,0,90.0,31.6
Z300CM90,ST4000DM000,31.0,29.0,0,0.0,0,0,95.0,38.9
PL1321LAG33YJH,Hitachi HDS5C4040ALE630,36.5,23.0,0,0.0,0,0,90.0,31.9
JK11A8B9J7DGPF,Hitachi HDS722020ALA330,62.2,25.0,0,0.0,0,0,80.0,7.8
Z3015GTC,ST4000DM000,17.9,32.0,0,0.0,0,0,100.0,54.1
MK0333YHGPJERC,Hitachi HDS723030ALA640,52.9,30.0,0,0.0,2,0,80.0,15.3
JK1175YAK92L6X,Hitachi HDS722020ALA330,65.7,27.0,0,0.0,0,0,80.0,5.0
Z304L8GG,ST4000DM000,1.4,25.0,0,0.0,0,0,100.0,60.0
JK1101B9KNEVSF,Hitachi HDS722020ALA330,56.6,25.0,0,0.0,0,0,90.0,13.9
MJ0351YNGA3M2A,Hitachi HDS5C3030ALA630,36.1,32.0,0,0.0,0,0,90.0,32.3
JK11A8B9J0P0UF,Hitachi HDS722020ALA330,64.4,37.0,0,0.0,0,0,80.0,6.1
S301GMXY,ST4000DM000,7.7,35.0,0,0.0,0,0,100.0,60.0
WD-WCC4MHKFSKJV,WDC WD20EFRX,12.9,25.0,0,0.0,0,0,100.0,59.1
JK1101B9GEE9HT,Hitachi HDS722020ALA330,66.0,41.0,0,0.0,0,0,75.0,4.5
PL2331LAGM5R4J,HGST HMS5C4040BLE640,21.9,26.0,0,0.0,0,0,100.0,50.1
WD-WCC4N0838144,WDC WD30EFRX,18.3,25.0,0,0.0,0,0,100.0,53.7
W300B6AC,ST4000DM000,34.1,25.0,0,0.0,0,0,95.0,36.0
Z302T74C,ST4000DM000,7.0,34.0,0,0.0,0,0,100.0,60.0
PL2331LAGULAJJ,HGST HMS5C4040ALE640,15.7,26.0,0,0.0,0,0,100.0,56.3
PL2331LAGMVM5J,HGST HMS5C4040BLE640,22.3,24.0,0,0.0,0,0,100.0,49.7
Z302SQS8,ST4000DM000,8.2,31.0,0,0.0,0,0,100.0,60.0
Z305GXV5,ST4000DM000,1.9,36.0,0,0.0,0,0,100.0,60.0
PL2331LAGRWJRJ,HGST HMS5C4040ALE640,19.1,27.0,0,0.0,0,0,100.0,52.9
Z300CWA4,ST4000DM000,27.9,28.0,0,0.0,0,0,95.0,41.9
PL1331LAGTM84H,HGST HMS5C4040ALE640,15.7,27.0,0,0.0,0,0,100.0,56.3
PL1331LAGT58TH,HGST HMS5C4040ALE640,16.8,27.0,0,0.0,0,0,100.0,55.2
PL2331LAGUM20J,HGST HMS5C4040ALE640,18.3,23.0,0,0.0,0,0,100.0,53.7
Z305D21P,ST4000DM000,2.2,35.0,0,0.0,0,0,100.0,60.0
PL2331LAGMKP2J,HGST HMS5C4040BLE640,20.3,31.0,0,0.0,0,0,100.0,51.7
PL1331LAGSAS9H,HGST HMS5C4040ALE640,20.4,32.0,0,0.0,0,0,100.0,51.6
Z305MYX4,ST4000DM000,0.7,20.0,0,0.0,0,0,100.0,60.0
S301KWJY,ST4000DM000,2.2,28.0,0,0.0,0,0,100.0,60.0
PL2331LAGN3YMJ,HGST HMS5C4040BLE640,20.5,23.0,0,0.0,0,0,100.0,51.5
Z3023FB1,ST4000DM000,14.5,25.0,0,0.0,0,0,100.0,57.5
Z4D07FJ3,ST6000DX000,11.6,40.0,0,0.0,0,0,100.0,60.0
PL2331LAGMZDBJ,HGST HMS5C4040BLE640,20.4,32.0,0,0.0,0,0,100.0,51.6
W300SS9S,ST4000DM000,11.2,23.0,0,0.0,0,0,100.0,60.0
PL1311LAG2AHWH,Hitachi HDS5C4040ALE630,34.6,27.0,0,0.0,0,0,95.0,35.5
S300Z3XA,ST4000DM000,6.2,19.0,0,0.0,0,0,100.0,60.0
PL1331LAGTP7UH,HGST HMS5C4040ALE640,16.6,26.0,0,0.0,0,0,100.0,55.4
Z3053B1Q,ST4000DM000,3.2,24.0,0,0.0,0,0,100.0,60.0
Z300X5HX,ST4000DM000,28.3,25.0,0,0.0,0,0,95.0,41.5
Z30462NE,ST4000DM000,3.1,36.0,0,0.0,0,0,100.0,60.0
JK11A8B9J3H9UF,Hitachi HDS722020ALA330,56.4,24.0,0,0.0,0,0,90.0,14.0
PL2331LAH43PHJ,HGST HMS5C4040BLE640,0.9,29.0,0,0.0,0,0,100.0,60.0
PL2331LAGRWBSJ,HGST HMS5C4040ALE640,21.6,23.0,0,0.0,0,0,100.0,50.4
Z3042A3G,ST4000DM000,7.5,31.0,0,0.0,0,0,100.0,60.0
Z300XFZY,ST4000DM000,25.0,25.0,0,0.0,0,0,95.0,44.6
PL2331LAH46YZJ,HGST HMS5C4040BLE640,0.8,30.0,0,0.0,0,0,100.0,60.0
PL2331LAGJ0B6J,HGST HMS5C4040BLE640,22.9,25.0,0,0.0,0,0,100.0,49.1
PL1311LAG28P0H,Hitachi HDS5C4040ALE630,35.4,28.0,0,0.0,0,0,95.0,34.8
MJ1311YNG7ANLA,Hitachi HDS5C3030ALA630,44.8,30.0,0,0.0,0,0,90.0,24.5
Z302S948,ST4000DM000,6.3,36.0,0,0.0,0,0,100.0,60.0
PL1331LAGSRKGH,HGST HMS5C4040ALE640,17.6,38.0,0,0.0,0,0,100.0,54.4
Z300E5PQ,ST4000DM000,28.0,23.0,0,0.0,0,0,95.0,41.8
JK11A8B9J900XF,Hitachi HDS722020ALA330,62.5,36.0,0,0.0,0,0,80.0,7.6
PL1311LAG2Z8ZA,Hitachi HDS5C4040ALE630,35.5,26.0,0,0.0,0,0,95.0,34.7
MJ0351YNG9SYLA,Hitachi HDS5C3030ALA630,38.6,23.0,0,0.0,0,0,90.0,30.1
S300XRSS,ST4000DM000,14.8,27.0,0,0.0,0,0,100.0,57.2
Z305AQ0L,ST4000DM000,4.1,21.0,0,0.0,0,0,100.0,60.0
Z302ALC2,ST4000DM000,14.9,22.0,0,0.0,0,0,100.0,57.1
JK11A8B9J8MYRF,Hitachi HDS722020ALA330,63.4,27.0,0,0.0,0,0,80.0,6.9
JK11A8B9J34MMF,Hitachi HDS722020ALA330,58.0,26.0,0,0.0,0,0,90.0,12.6
Z305DHL5,ST4000DM000,1.7,28.0,0,0.0,0,0,100.0,60.0
PL1331LAGTLVGH,HGST HMS5C4040ALE640,16.3,28.0,0,0.0,0,0,100.0,55.7
Z305G3PN,ST4000DM000,0.8,27.0,0,0.0,0,0,100.0,60.0
Z30149S5,ST4000DM000,26.8,25.0,0,0.0,0,0,95.0,42.9
Z305D67X,ST4000DM000,2.5,31.0,0,0.0,0,0,100.0,60.0
JK11A8B9J90WMF,Hitachi HDS722020ALA330,62.3,42.0,53,0.0,0,0,60.0,5.8
JK11A8B9J90XNF,Hitachi HDS722020ALA330,61.9,38.0,0,0.0,0,0,80.0,8.1
Z3021EVS,ST4000DM000,14.8,22.0,0,0.0,0,0,100.0,57.2
WD-WMC4N0D2ECJ9,WDC WD30EFRX,13.9,24.0,0,0.0,0,0,100.0,58.1
PL1331LAGRSA9H,HGST HMS5C4040ALE640,19.6,21.0,0,0.0,0,0,100.0,52.4
S300XBTF,ST4000DM000,6.1,26.0,0,0.0,0,0,100.0,60.0
Z4D00TZ9,ST6000DX000,10.8,31.0,0,0.0,0,0,100.0,60.0
JK1100B9GA7KVE,Hitachi HDS722020ALA330,64.8,27.0,0,0.0,0,0,80.0,5.8
Z30251D6,ST4000DM000,14.5,18.0,0,0.0,0,0,100.0,57.5
MJ1311YNG3HR2A,Hitachi HDS5C3030ALA630,45.0,24.0,0,0.0,0,0,90.0,24.3
Z304JVYW,ST4000DM000,6.4,34.0,0,0.0,0,0,100.0,60.0
PL2331LAH420SJ,HGST HMS5C4040BLE640,0.7,28.0,0,0.0,0,0,100.0,60.0
MJ1311YNG0M96A,Hitachi HDS5C3030ALA630,53.3,28.0,0,0.0,0,0,90.0,16.8
Z304WHYZ,ST4000DM000,1.0,29.0,0,0.0,0,0,100.0,60.0
W300J6P5,ST4000DM000,27.3,28.0,0,0.0,0,0,95.0,42.5
W300BRYJ,ST4000DM000,31.0,24.0,0,0.0,0,0,95.0,38.9
Z3029FN5,ST4000DM000,14.8,23.0,0,0.0,0,0,100.0,57.2
Z303QNKC,ST4000DM000,5.2,27.0,0,0.0,0,0,100.0,60.0
PL1331LAGB3N8H,Hitachi HDS5C4040ALE630,34.6,28.0,0,0.0,0,0,95.0,35.5
Z3015KYB,ST4000DM000,21.2,22.0,0,0.0,0,0,100.0,50.8
W300DC56,ST4000DM000,30.9,20.0,0,0.0,0,0,95.0,39.0
Z4D02ZEL,ST6000DX000,12.9,25.0,0,0.0,0,0,100.0,59.1
PL2331LAGSUD1J,HGST HMS5C4040ALE640,17.3,25.0,0,0.0,0,0,100.0,54.7
JK11H1B9GLXHLR,Hitachi HDS722020ALA330,66.1,35.0,0,0.0,0,0,80.0,4.7
MJ1321YNG14ADA,Hitachi HDS5C3030ALA630,52.2,31.0,0,0.0,0,0,90.0,17.8
WD-WMC4N1412961,WDC WD30EFRX,25.5,24.0,0,0.0,0,0,95.0,44.2
MJ0351YNG9V06A,Hitachi HDS5C3030ALA630,41.1,22.0,0,0.0,0,0,90.0,27.8
Z304JG8Q,ST4000DM000,2.4,28.0,0,0.0,0,0,100.0,60.0
PL1331LAGLZK0H,HGST HMS5C4040BLE640,23.1,27.0,0,0.0,0,0,100.0,48.9
JK1160YAHNW94T,Hitachi HDS722020ALA330,57.2,26.0,0,0.0,0,0,90.0,13.3
Z30269CS,ST4000DM000,12.9,25.0,0,0.0,0,0,100.0,59.1
MK0311YHGL8LBA,Hitachi HDS723030ALA640,58.0,28.0,0,0.0,0,0,90.0,12.6
Z3012XK6,ST4000DM000,21.9,26.0,0,0.0,0,0,100.0,50.1
S300VLJ8,ST4000DM000,5.6,29.0,0,0.0,0,0,100.0,60.0
Z304HTF7,ST4000DM000,4.4,26.0,0,0.0,0,0,100.0,60.0
S2T0J9FCB03233,ST250LM004 HN,23.7,25.0,0,0.0,0,0,100.0,48.3
Z300PM9W,ST4000DM000,26.8,26.0,0,0.0,0,0,95.0,42.9
Z3025BSA,ST4000DM000,14.5,27.0,0,0.0,0,0,100.0,57.5
S301PQJX,ST4000DM000,5.2,26.0,0,0.0,0,0,100.0,60.0
Z3021K3N,ST4000DM000,14.8,18.0,0,0.0,0,0,100.0,57.2
Z4D0ASK9,ST6000DX000,8.9,25.0,0,0.0,0,0,100.0,60.0
Z305AQQ3,ST4000DM000,1.3,25.0,0,0.0,0,0,100.0,60.0
PL1331LAH195AH,HGST HMS5C4040BLE640,0.7,27.0,0,0.0,0,0,100.0,60.0
PL1331LAGRZ31H,HGST HMS5C4040ALE640,22.1,32.0,0,0.0,0,0,100.0,49.9
Z304JWHB,ST4000DM000,2.9,26.0,0,0.0,0,0,100.0,60.0
Z304KESS,ST4000DM000,3.2,23.0,0,0.0,0,0,100.0,60.0
PL2331LAH40SZJ,HGST HMS5C4040BLE640,0.5,26.0,0,0.0,0,0,100.0,60.0
Z4D04RFJ,ST6000DX000,9.3,24.0,0,0.0,0,0,100.0,60.0
JK11A8B9J7ZWNF,Hitachi HDS722020ALA330,62.4,26.0,12,0.0,1,0,55.0,5.3
Z305AELW,ST4000DM000,1.1,34.0,0,0.0,0,0,100.0,60.0
Z302T8LB,ST4000DM000,3.6,35.0,0,0.0,0,0,100.0,60.0
W3008DHH,ST4000DM000,33.9,26.0,0,0.0,0,0,95.0,36.2
Z300GQ7W,ST4000DM000,31.6,26.0,0,0.0,0,0,95.0,38.4
Z300ZT73,ST4000DM000,26.6,24.0,0,0.0,0,0,95.0,43.1
PL1331LAGTMNTH,HGST HMS5C4040ALE640,18.3,26.0,0,0.0,0,0,100.0,53.7
S300Z62M,ST4000DM000,8.6,34.0,0,0.0,0,0,100.0,60.0
Z305GWDB,ST4000DM000,2.3,30.0,0,0.0,0,0,100.0,60.0
MJ0351YNGA5AXA,Hitachi HDS5C3030ALA630,36.7,33.0,0,0.0,0,0,90.0,31.8
W300BH7B,ST4000DM000,33.1,23.0,0,0.0,0,0,95.0,37.0
Z304L9SF,ST4000DM000,1.9,29.0,0,0.0,0,0,100.0,60.0
Z300MJP8,ST4000DM000,26.2,20.0,0,0.0,0,0,95.0,43.5
WD-WMC4N2738989,WDC WD30EFRX,15.8,30.0,0,0.0,0,0,100.0,56.2
MJ1321YNG0MJ8A,Hitachi HDS5C3030ALA630,55.6,24.0,0,0.0,0,0,90.0,14.8
PL2331LAH45YVJ,HGST HMS5C4040BLE640,0.3,27.0,0,0.0,0,0,100.0,60.0
MJ0351YNG9XZSA,Hitachi HDS5C3030ALA630,37.5,31.0,0,0.0,0,0,90.0,31.1
PL2331LAGMNGJJ,HGST HMS5C4040BLE640,23.2,27.0,0,0.0,0,0,100.0,48.8
PL1331LAGS0TMH,HGST HMS5C4040ALE640,17.2,21.0,0,0.0,0,0,100.0,54.8
PL2331LAGM69TJ,HGST HMS5C4040BLE640,19.2,31.0,0,0.0,0,0,100.0,52.8
Z302B18M,ST4000DM000,14.6,21.0,0,0.0,0,0,100.0,57.4
WD-WX71DA4A0AFE,WDC WD60EFRX,6.8,35.0,0,0.0,0,0,100.0,60.0
S300XARL,ST4000DM000,5.4,34.0,0,0.0,8,0,90.0,59.9
Z4D05XWA,ST6000DX000,12.3,26.0,0,0.0,0,0,100.0,59.7
S30116RS,ST4000DM000,8.5,28.0,0,0.0,0,0,100.0,60.0
Z304HS7B,ST4000DM000,5.6,19.0,0,0.0,0,0,100.0,60.0
MJ0351YNG9Z6HA,Hitachi HDS5C3030ALA630,37.8,24.0,0,0.0,0,0,90.0,30.8
PL2331LAGMVD0J,HGST HMS5C4040BLE640,20.3,25.0,0,0.0,0,0,100.0,51.7
Z305NJT0,ST4000DM000,0.8,24.0,0,0.0,0,0,100.0,60.0
Z300XHLG,ST4000DM000,24.4,28.0,0,0.0,0,0,95.0,45.2
PL2331LAGMW4SJ,HGST HMS5C4040BLE640,23.6,32.0,0,0.0,0,0,100.0,48.4
MJ0351YNGA6ZSA,Hitachi HDS5C3030ALA630,37.0,23.0,0,0.0,0,0,90.0,31.5
W3004W2C,ST4000DM000,29.2,20.0,0,0.0,0,0,95.0,40.7
MK0301YHGJNUYA,Hitachi HDS723030ALA640,48.2,35.0,0,0.0,0,0,90.0,21.4
W300CDQ6,ST4000DM000,28.4,21.0,0,0.0,0,0,95.0,41.4
MK0311YHG2ZJ0A,Hitachi HDS723030ALA640,58.7,30.0,0,0.0,0,0,90.0,12.0
JK11A8B9J35BTF,Hitachi HDS722020ALA330,60.3,26.0,0,0.0,0,0,80.0,9.4
MK0313YHGN7S4C,Hitachi HDS723030ALA640,53.1,29.0,0,0.0,0,0,90.0,17.0
Z304KBPK,ST4000DM000,6.0,34.0,0,0.0,0,0,100.0,60.0
JK1101B9JLVHYF,Hitachi HDS722020ALA330,61.0,32.0,1,0.0,0,0,75.0,8.2
Z302SQV4,ST4000DM000,7.1,38.0,0,0.0,0,0,100.0,60.0
MJ1311YNG7KPZA,Hitachi HDS5C3030ALA630,48.1,33.0,0,0.0,0,0,90.0,21.5
PL1311LAG38RBH,Hitachi HDS5C4040ALE630,37.0,24.0,133,0.0,0,0,60.0,21.0
PL1331LAGRDPRH,HGST HMS5C4040ALE640,21.9,38.0,0,0.0,0,0,100.0,50.1
PL1311LAG38V0H,Hitachi HDS5C4040ALE630,37.2,24.0,0,0.0,0,0,90.0,31.3
Z304JDA6,ST4000DM000,5.3,28.0,0,0.0,0,0,100.0,60.0
S301GM47,ST4000DM000,1.5,27.0,0,0.0,0,0,100.0,60.0
WD-WX61AB42Z60A,WDC WD5000LPVX,12.4,28.0,0,0.0,0,0,100.0,59.6
MJ1311YNG7EWXA,Hitachi HDS5C3030ALA630,47.9,25.0,0,0.0,0,0,90.0,21.7
Z303YVA4,ST4000DM000,4.2,34.0,0,0.0,0,0,100.0,60.0
Z300PA4H,ST4000DM000,30.2,38.0,0,0.0,0,0,95.0,39.7
Z302BZ29,ST4000DM000,10.8,25.0,0,0.0,0,0,100.0,60.0
Z300GQGV,ST4000DM000,32.9,26.0,0,0.0,0,0,95.0,37.1
S301GQJG,ST4000DM000,5.1,26.0,0,0.0,0,0,100.0,60.0
MJ0351YNG9W2YA,Hitachi HDS5C3030ALA630,37.3,30.0,0,0.0,0,0,90.0,31.2
MJ1311YNG12PMA,Hitachi HDS5C3030ALA630,53.2,25.0,0,0.0,0,0,90.0,16.9
PL1331LAGTGSWH,HGST HMS5C4040ALE640,16.5,25.0,0,0.0,0,0,100.0,55.5
Z300L3EV,ST4000DM000,10.2,22.0,0,0.0,0,0,100.0,60.0
Z304JVYW,ST4000DM000,3.3,31.0,0,0.0,0,0,100.0,60.0
PL1331LAGSMPVH,HGST HMS5C4040ALE640,18.8,24.0,0,0.0,0,0,100.0,53.2
PL1331LAGTKW8H,HGST HMS5C4040ALE640,19.5,22.0,0,0.0,0,0,100.0,52.5
S300Z70J,ST4000DM000,10.1,36.0,0,0.0,0,0,100.0,60.0
Z3042A44,ST4000DM000,4.1,32.0,0,0.0,0,0,100.0,60.0
S2ZYJ9CF715329,ST500LM012 HN,17.9,25.0,0,0.0,0,0,100.0,54.1
Z305D33P,ST4000DM000,0.9,29.0,0,0.0,0,0,100.0,60.0
Z3020JGR,ST4000DM000,7.4,19.0,0,0.0,0,0,100.0,60.0
Z300PV89,ST4000DM000,20.8,31.0,0,0.0,0,0,100.0,51.2
PL2331LAH43L3J,HGST HMS5C4040BLE640,0.4,24.0,0,0.0,0,0,100.0,60.0
PL2331LAH3ZJYJ,HGST HMS5C4040BLE640,0.9,26.0,0,0.0,0,0,100.0,60.0
Z304JJ35,ST4000DM000,2.4,29.0,0,0.0,0,0,100.0,60.0
PL1331LAGR6LGH,HGST HMS5C4040ALE640,22.0,38.0,0,0.0,0,0,100.0,50.0
PL2331LAGMU8SJ,HGST HMS5C4040BLE640,23.9,30.0,0,0.0,0,0,100.0,48.1
WD-WXL1H6454WSM,WDC WD60EFRX,16.6,37.0,0,0.0,0,0,100.0,55.4
S300YSFW,ST4000DM000,10.1,29.0,0,0.0,0,0,100.0,60.0
PL2331LAH3JN1J,HGST HMS5C4040BLE640,0.5,24.0,0,0.0,0,0,100.0,60.0
PL2331LAGMETMJ,HGST HMS5C4040BLE640,23.1,31.0,0,0.0,0,0,100.0,48.9
PL1331LAGS6NSH,HGST HMS5C4040ALE640,18.3,32.0,0,0.0,0,0,100.0,53.7
W300R7L9,ST4000DM000,18.7,20.0,0,0.0,0,0,100.0,53.3
Z302BT0J,ST4000DM000,8.4,37.0,0,0.0,0,0,100.0,60.0
W30068KA,ST4000DM000,31.9,23.0,0,0.0,0,0,95.0,38.1
Z302SQ8X,ST4000DM000,7.1,31.0,0,0.0,0,0,100.0,60.0
Z3029Z6D,ST4000DM000,11.7,32.0,0,0.0,0,0,100.0,60.0
S300Z7MD,ST4000DM000,7.3,33.0,0,0.0,0,0,100.0,60.0
Z304KBWL,ST4000DM000,5.0,20.0,0,0.0,0,0,100.0,60.0
Z305DMBJ,ST4000DM000,1.6,27.0,0,0.0,0,0,100.0,60.0
PL2331LAGMNMTJ,HGST HMS5C4040BLE640,23.7,32.0,0,0.0,0,0,100.0,48.3
Z304JGCJ,ST4000DM000,4.9,22.0,0,0.0,0,0,100.0,60.0
Z3040R30,ST4000DM000,5.6,21.0,0,0.0,0,0,100.0,60.0
Z304HZ1M,ST4000DM000,5.1,23.0,0,0.0,0,0,100.0,60.0
MJ1311YNG7G8LA,Hitachi HDS5C3030ALA630,44.7,27.0,0,0.0,0,0,90.0,24.6
Z305PV9K,ST4000DM000,1.3,35.0,0,0.0,0,0,100.0,60.0
PL1331LAGREZWH,HGST HMS5C4040ALE640,21.1,30.0,0,0.0,0,0,100.0,50.9
S300Z438,ST4000DM000,11.0,23.0,0,0.0,0,0,100.0,60.0
Z302E7RN,ST4000DM000,11.8,21.0,0,0.0,0,0,100.0,60.0
MJ1323YNG1RVEC,Hitachi HDS5C3030ALA630,55.6,24.0,0,0.0,0,0,90.0,14.8
PL1331LAGS7ESH,HGST HMS5C4040ALE640,18.0,34.0,0,0.0,0,0,100.0,54.0
Z30149HB,ST4000DM000,27.4,25.0,0,0.0,0,0,95.0,42.4
Z304LAC9,ST4000DM000,1.5,29.0,0,0.0,0,0,100.0,60.0
WD-WCC4N0866384,WDC WD30EFRX,20.0,22.0,0,0.0,0,0,100.0,52.0
Z304YS6R,ST4000DM000,1.3,31.0,0,0.0,0,0,100.0,60.0
PL1331LAGSAEHH,HGST HMS5C4040ALE640,21.5,25.0,0,0.0,0,0,100.0,50.5
S301GRK5,ST4000DM000,4.2,34.0,0,0.0,0,0,100.0,60.0
Z304KCYL,ST4000DM000,5.5,23.0,0,0.0,0,0,100.0,60.0
Z3058VKA,ST4000DM000,3.0,22.0,0,0.0,0,0,100.0,60.0
Z305K299,ST4000DM000,1.6,36.0,0,0.0,0,0,100.0,60.0
Z3029GVY,ST4000DM000,16.3,37.0,0,0.0,0,0,100.0,55.7
Z300X9BT,ST4000DM000,27.9,24.0,0,0.0,0,0,95.0,41.9
MJ1321YNG08L8A,Hitachi HDS5C3030ALA630,33.3,26.0,0,0.0,0,0,95.0,36.8
PL1331LAGTVXGH,HGST HMS5C4040ALE640,19.7,26.0,0,0.0,0,0,100.0,52.3
S300WDSB,ST4000DM000,6.0,20.0,0,0.0,0,0,100.0,60.0
Z304KBW3,ST4000DM000,4.2,29.0,0,0.0,0,0,100.0,60.0
WD-WCC4N0832690,WDC WD30EFRX,17.3,22.0,0,0.0,0,0,100.0,54.7
4582K1COFMYB,TOSHIBA MD04ABA400V,7.5,16.0,0,0.0,0,0,100.0,60.0
PL1331LAGM31LH,HGST HMS5C4040BLE640,24.5,28.0,0,0.0,0,0,95.0,45.1
Z304JKGB,ST4000DM000,3.4,34.0,0,0.0,0,0,100.0,60.0
X4OHK094FMXB,TOSHIBA MD04ABA500V,13.3,35.0,0,0.0,0,0,100.0,58.7
Z304GEAW,ST4000DM000,1.6,27.0,0,0.0,0,0,100.0,60.0
PL1331LAH1896H,HGST HMS5C4040BLE640,0.7,30.0,0,0.0,0,0,100.0,60.0
Z305BT2T,ST4000DM000,4.0,22.0,0,0.0,0,0,100.0,60.0
W300H3DJ,ST4000DM000,29.2,25.0,0,0.0,0,0,95.0,40.7
S301K7P9,ST4000DM000,6.7,24.0,0,0.0,0,0,100.0,60.0
Z304JP08,ST4000DM000,5.1,22.0,0,0.0,0,0,100.0,60.0
JK11A8B9GNGRBF,Hitachi HDS722020ALA330,64.9,26.0,0,0.0,0,0,80.0,5.7
PL2331LAGMKHKJ,HGST HMS5C4040BLE640,24.9,30.0,0,0.0,0,0,95.0,44.7
Z300GYWZ,ST4000DM000,33.4,25.0,0,0.0,0,0,95.0,36.7
PL1331LAGSD1MH,HGST HMS5C4040ALE640,20.7,37.0,0,0.0,0,0,100.0,51.3
S301GVHB,ST4000DM000,2.1,32.0,0,0.0,0,0,100.0,60.0
MJ0351YNGA364A,Hitachi HDS5C3030ALA630,39.1,31.0,0,0.0,0,0,90.0,29.6
Z305D6XD,ST4000DM000,2.2,29.0,0,0.0,0,0,100.0,60.0
JK11A8B9J6L0HF,Hitachi HDS722020ALA330,58.5,27.0,0,0.0,0,0,90.0,12.2
WD-WCC4N0846910,WDC WD30EFRX,13.9,24.0,0,0.0,0,0,100.0,58.1
Z304L95E,ST4000DM000,2.1,27.0,0,0.0,0,0,100.0,60.0
Z302AKE2,ST4000DM000,8.8,37.0,0,0.0,0,0,100.0,60.0
W300H6GR,ST4000DM000,30.2,22.0,0,0.0,0,0,95.0,39.7
JK11A4B8J7S05W,Hitachi HDS722020ALA330,60.9,35.0,0,0.0,0,0,80.0,8.9
JK11A8B9JR1N2F,Hitachi HDS722020ALA330,58.2,25.0,0,0.0,0,0,90.0,12.4
Z305PTFF,ST4000DM000,1.3,24.0,0,0.0,0,0,100.0,60.0
PL1331LAGSHJLH,HGST HMS5C4040ALE640,17.3,23.0,0,0.0,0,0,100.0,54.7
Z304LBBS,ST4000DM000,5.9,35.0,0,0.0,0,0,100.0,60.0
MJ1311YNG7LUYA,Hitachi HDS5C3030ALA630,47.7,28.0,0,0.0,0,0,90.0,21.9
Z302SYG1,ST4000DM000,7.4,40.0,0,0.0,0,0,100.0,60.0
Z300GQHX,ST4000DM000,32.7,29.0,0,0.0,0,0,95.0,37.3
